"Plot Title: CCR_301"
"#","Date Time, GMT-04:00","Abs Pres, kPa (LGR S/N: 21978681, SEN S/N: 21978681)","Temp, °C (LGR S/N: 21978681, SEN S/N: 21978681)","Coupler Detached (LGR S/N: 21978681)","Coupler Attached (LGR S/N: 21978681)","Host Connected (LGR S/N: 21978681)","End Of File (LGR S/N: 21978681)"
1,07/16/26 11:10:00 PM,101.018,22.046,Logged,,,
2,07/16/26 11:20:00 PM,101.022,22.142,,,,
3,07/16/26 11:30:00 PM,101.006,22.142,,,,
4,07/16/26 11:40:00 PM,101.022,22.142,,,,
5,07/16/26 11:50:00 PM,101.055,22.142,,,,
6,07/17/26 12:00:00 AM,101.038,22.142,,,,
7,07/17/26 12:10:00 AM,101.055,22.142,,,,
8,07/17/26 12:20:00 AM,101.084,22.046,,,,
9,07/17/26 12:30:00 AM,101.084,22.046,,,,
10,07/17/26 12:40:00 AM,101.067,22.046,,,,
11,07/17/26 12:50:00 AM,101.084,22.046,,,,
12,07/17/26 01:00:00 AM,101.084,22.046,,,,
13,07/17/26 01:10:00 AM,101.100,22.046,,,,
14,07/17/26 01:20:00 AM,101.100,22.046,,,,
15,07/17/26 01:30:00 AM,101.100,22.046,,,,
16,07/17/26 01:40:00 AM,101.084,22.046,,,,
17,07/17/26 01:50:00 AM,101.084,22.046,,,,
18,07/17/26 02:00:00 AM,101.084,22.046,,,,
19,07/17/26 02:10:00 AM,101.064,21.951,,,,
20,07/17/26 02:20:00 AM,101.080,21.951,,,,
21,07/17/26 02:30:00 AM,101.080,21.951,,,,
22,07/17/26 02:40:00 AM,101.080,21.951,,,,
23,07/17/26 02:50:00 AM,101.093,21.855,,,,
24,07/17/26 03:00:00 AM,101.076,21.855,,,,
25,07/17/26 03:10:00 AM,101.076,21.855,,,,
26,07/17/26 03:20:00 AM,101.093,21.855,,,,
27,07/17/26 03:30:00 AM,101.076,21.855,,,,
28,07/17/26 03:40:00 AM,101.109,21.855,,,,
29,07/17/26 03:50:00 AM,101.093,21.855,,,,
30,07/17/26 04:00:00 AM,101.109,21.855,,,,
31,07/17/26 04:10:00 AM,101.093,21.855,,,,
32,07/17/26 04:20:00 AM,101.109,21.855,,,,
33,07/17/26 04:30:00 AM,101.109,21.855,,,,
34,07/17/26 04:40:00 AM,101.125,21.855,,,,
35,07/17/26 04:50:00 AM,101.109,21.855,,,,
36,07/17/26 05:00:00 AM,101.125,21.855,,,,
37,07/17/26 05:10:00 AM,101.138,21.760,,,,
38,07/17/26 05:20:00 AM,101.138,21.760,,,,
39,07/17/26 05:30:00 AM,101.138,21.760,,,,
40,07/17/26 05:40:00 AM,101.154,21.760,,,,
41,07/17/26 05:50:00 AM,101.154,21.760,,,,
42,07/17/26 06:00:00 AM,101.171,21.760,,,,
43,07/17/26 06:10:00 AM,101.171,21.760,,,,
44,07/17/26 06:20:00 AM,101.187,21.760,,,,
45,07/17/26 06:30:00 AM,101.203,21.760,,,,
46,07/17/26 06:40:00 AM,101.236,21.760,,,,
47,07/17/26 06:50:00 AM,101.236,21.760,,,,
48,07/17/26 07:00:00 AM,101.236,21.760,,,,
49,07/17/26 07:10:00 AM,101.232,21.664,,,,
50,07/17/26 07:20:00 AM,101.232,21.664,,,,
51,07/17/26 07:30:00 AM,101.248,21.664,,,,
52,07/17/26 07:40:00 AM,101.265,21.664,,,,
53,07/17/26 07:50:00 AM,101.265,21.664,,,,
54,07/17/26 08:00:00 AM,101.297,21.664,,,,
55,07/17/26 08:10:00 AM,101.281,21.664,,,,
56,07/17/26 08:20:00 AM,101.281,21.664,,,,
57,07/17/26 08:30:00 AM,101.297,21.664,,,,
58,07/17/26 08:40:00 AM,101.281,21.664,,,,
59,07/17/26 08:50:00 AM,101.297,21.664,,,,
60,07/17/26 09:00:00 AM,101.314,21.664,,,,
61,07/17/26 09:10:00 AM,101.314,21.664,,,,
62,07/17/26 09:20:00 AM,101.281,21.664,,,,
63,07/17/26 09:30:00 AM,101.297,21.664,,,,
64,07/17/26 09:40:00 AM,101.297,21.664,,,,
65,07/17/26 09:50:00 AM,101.297,21.664,,,,
66,07/17/26 10:00:00 AM,101.281,21.664,,,,
67,07/17/26 10:10:00 AM,101.281,21.664,,,,
68,07/17/26 10:20:00 AM,101.281,21.664,,,,
69,07/17/26 10:30:00 AM,101.297,21.664,,,,
70,07/17/26 10:40:00 AM,101.281,21.664,,,,
71,07/17/26 10:50:00 AM,101.265,21.664,,,,
72,07/17/26 11:00:00 AM,101.265,21.664,,,,
73,07/17/26 11:10:00 AM,101.281,21.664,,,,
74,07/17/26 11:20:00 AM,101.281,21.664,,,,
75,07/17/26 11:30:00 AM,101.301,21.760,,,,
76,07/17/26 11:40:00 AM,101.285,21.760,,,,
77,07/17/26 11:50:00 AM,101.268,21.760,,,,
78,07/17/26 12:00:00 PM,101.268,21.760,,,,
79,07/17/26 12:10:00 PM,101.268,21.760,,,,
80,07/17/26 12:20:00 PM,101.268,21.760,,,,
81,07/17/26 12:30:00 PM,101.272,21.855,,,,
82,07/17/26 12:40:00 PM,101.256,21.855,,,,
83,07/17/26 12:50:00 PM,101.239,21.855,,,,
84,07/17/26 01:00:00 PM,101.239,21.855,,,,
85,07/17/26 01:10:00 PM,101.239,21.855,,,,
86,07/17/26 01:20:00 PM,101.223,21.855,,,,
87,07/17/26 01:30:00 PM,101.223,21.855,,,,
88,07/17/26 01:40:00 PM,101.211,21.951,,,,
89,07/17/26 01:50:00 PM,101.211,21.951,,,,
90,07/17/26 02:00:00 PM,101.194,21.951,,,,
91,07/17/26 02:10:00 PM,101.178,21.951,,,,
92,07/17/26 02:20:00 PM,101.162,21.951,,,,
93,07/17/26 02:30:00 PM,101.169,22.142,,,,
94,07/17/26 02:40:00 PM,101.160,22.333,,,,
95,07/17/26 02:50:00 PM,101.160,22.333,,,,
96,07/17/26 03:00:00 PM,101.163,22.429,,,,
97,07/17/26 03:10:00 PM,101.147,22.429,,,,
98,07/17/26 03:20:00 PM,101.131,22.429,,,,
99,07/17/26 03:30:00 PM,101.131,22.429,,,,
100,07/17/26 03:40:00 PM,101.114,22.429,,,,
101,07/17/26 03:50:00 PM,101.082,22.429,,,,
102,07/17/26 04:00:00 PM,101.082,22.429,,,,
103,07/17/26 04:10:00 PM,101.078,22.333,,,,
104,07/17/26 04:20:00 PM,101.078,22.333,,,,
105,07/17/26 04:30:00 PM,101.046,22.333,,,,
106,07/17/26 04:40:00 PM,101.029,22.333,,,,
107,07/17/26 04:50:00 PM,101.029,22.333,,,,
108,07/17/26 05:00:00 PM,101.046,22.333,,,,
109,07/17/26 05:10:00 PM,101.029,22.333,,,,
110,07/17/26 05:20:00 PM,101.029,22.333,,,,
111,07/17/26 05:30:00 PM,101.013,22.333,,,,
112,07/17/26 05:40:00 PM,100.997,22.333,,,,
113,07/17/26 05:50:00 PM,101.013,22.333,,,,
114,07/17/26 06:00:00 PM,100.997,22.333,,,,
